time,scene,character,x,y,z,yaw,headX,headY,headZ,headYaw,headLocalYaw,headLocalPitch,headLocalRoll,faceDirX,faceDirY,faceDirZ,facingDir,inCombat,isSpeaking,isListener,dialogueActive,activeBody,activeFace,activeFx
53.150,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.167,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.167,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.167,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.183,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.183,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.183,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.200,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.200,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.200,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.217,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.217,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.217,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.233,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.233,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.233,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.250,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.250,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.250,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.267,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.267,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.267,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.283,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.283,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.283,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.300,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.300,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.300,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.317,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.317,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.317,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.333,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.333,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.333,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.350,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.350,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.350,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.367,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.367,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.367,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.383,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.383,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.383,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.400,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.400,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.400,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.417,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.417,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.417,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.433,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.433,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.433,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.450,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.450,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.450,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.467,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.467,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.467,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.483,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.483,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.483,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.500,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.500,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.500,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.517,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.517,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.517,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.533,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.533,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.533,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.550,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.550,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.550,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.567,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.567,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.567,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.583,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.583,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.583,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.600,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.600,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.600,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.617,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.395,1.606,1.415,1.880,0.000,0.000,0.000,0.952,-0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.617,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.617,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.633,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.396,1.606,1.412,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.633,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.633,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.650,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.397,1.606,1.409,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.650,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.650,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.667,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.398,1.606,1.406,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.667,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.667,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.683,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.399,1.606,1.403,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.683,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.683,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.700,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,-0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.700,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.700,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.717,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.401,1.606,1.397,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.717,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.717,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.733,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.402,1.606,1.394,1.880,0.000,0.000,0.000,0.952,-0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.733,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.733,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.750,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.403,1.606,1.391,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.750,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.750,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.767,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.404,1.606,1.388,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.767,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.767,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.783,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.405,1.606,1.385,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.783,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.783,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.800,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.800,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.800,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.817,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.817,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.817,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.833,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.833,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.833,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.850,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.850,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.850,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.867,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.867,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.867,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.883,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.883,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.883,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.900,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.900,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.900,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.917,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.917,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.917,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
53.933,"FeudalForestScene","Kagome",-1.400,0.006,1.400,1.880,-1.400,1.606,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
53.933,"FeudalForestScene","Inuyasha",0.100,-0.005,-1.800,0.000,0.100,1.775,-1.800,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,1,0,1,"SwayBody","",""
53.933,"FeudalForestScene","Yokai",0.000,0.003,-9.000,0.000,0.000,1.606,-9.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,0,0,1,1,"SwayBody","",""
